song_name,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration
Dancing in the Dark,Bruce Springsteen,9,0.531,0.927,11,-7.592,1,0.0378,0.0333,5.62e-06,0.184,0.5489999999999999,148.17600000000004,242533
Heaven (featuring Do),DJ Sammy,64,0.565,0.942,8,-6.821,1,0.0518,0.00107,0.000393,0.152,0.569,137.972,235000
Rock N' Roll,Dfideliz,56,0.866,0.422,1,-11.239,1,0.0635,0.261,0.00783,0.112,0.382,132.031,173451
Summer Song,The Cranberries,38,0.596,0.925,0,-4.882,1,0.055,0.0343,1.07e-05,0.175,0.616,137.91899999999998,214400
2020,Great Good Fine Ok,57,0.643,0.613,10,-6.297,0,0.0853,0.334,2.54e-05,0.144,0.52,153.85299999999995,159500
Ottolenghi,Loyle Carner,54,0.752,0.584,7,-10.634,1,0.275,0.364,0.017,0.197,0.264,94.918,197600
Slabs,Blake Anthony,31,0.725,0.7809999999999999,5,-6.075,0,0.118,0.22,1.29e-06,0.199,0.687,92.663,166829
Gotta Love,Jodeci,28,0.753,0.737,2,-9.485,1,0.113,0.0193,0.0,0.632,0.365,116.858,284800
Firework,Katy Perry,51,0.638,0.8320000000000001,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,227893
Amsterdam,Olly James,39,0.518,0.914,1,-4.853,1,0.0425,7.730000000000001e-05,0.7090000000000001,0.609,0.154,130.197,167077
Tyrone,Erykah Badu,39,0.489,0.564,1,-10.712,0,0.138,0.0326,3.9e-05,0.979,0.33,128.011,249453
Demons,Alec Benjamin,62,0.708,0.489,5,-7.608,0,0.0366,0.665,0.000138,0.302,0.7709999999999999,142.925,165112
Baila Morena - Original Reggaeton Mix,Hector & Tito,31,0.7829999999999999,0.8240000000000001,0,-4.973,1,0.123,0.214,0.0,0.102,0.726,93.998,187080
I Don't Wanna Be Funny Anymore,Lucy Dacus,57,0.595,0.772,8,-8.033,1,0.0367,0.126,0.926,0.221,0.345,134.9,163292
Raise Your Hands - Original Mix,Ummet Ozcan,28,0.7290000000000001,0.969,4,-3.327,1,0.0448,0.00168,0.826,0.114,0.0697,127.994,269067
Price & Shining Armor,Sean Price,23,0.392,0.758,1,-6.034,0,0.333,0.0617,0.0,0.125,0.511,83.601,184912
bigos,schafter,63,0.8290000000000001,0.826,6,-7.952,1,0.161,0.3,2.94e-05,0.0825,0.925,152.045,219320
You Are My Heart,Rex Williams,50,0.664,0.6809999999999999,7,-7.458,1,0.0366,0.481,0.0232,0.225,0.604,97.501,193000
Since You Been Gone,RAINBOW,6,0.725,0.68,7,-7.585,1,0.037,0.362,4e-06,0.5589999999999999,0.934,120.875,194000
Ashamed,Rick Ross,0,0.5,0.867,10,-5.344,0,0.346,0.0815,0.0,0.59,0.802,154.379,256573
Blessed,Daniel Caesar,67,0.448,0.263,11,-11.98,1,0.0373,0.8240000000000001,1.91e-06,0.106,0.451,109.889,241371
Warm Winds (feat. Isaiah Rashad),SZA,50,0.387,0.505,7,-8.579,1,0.247,0.259,0.000133,0.564,0.158,84.94200000000002,350912
Gangsta,Darkoo,75,0.708,0.649,0,-7.961,1,0.306,0.3670000000000001,0.0,0.153,0.595,200.125,216000
United,Eclipse,40,0.542,0.935,1,-6.435,1,0.0438,0.0116,0.0,0.206,0.468,105.022,228600
Mean,Taylor Swift,62,0.57,0.747,4,-3.978,1,0.0426,0.445,0.0,0.219,0.8079999999999999,164.00400000000005,237747
Shut Up and Dance,WALK THE MOON,82,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.03799999999998,199080
Things I Said,Nu Aspect,45,0.746,0.768,1,-5.401,0,0.053,0.00598,0.779,0.105,0.302,125.038,180187
NO,Meghan Trainor,69,0.557,0.8009999999999999,1,-3.602,0,0.218,0.0125,1.66e-06,0.737,0.654,92.135,213507
You Don't Love Me Now,The Made and The Born,16,0.6579999999999999,0.588,11,-13.721,0,0.0376,0.00832,0.0013,0.206,0.5329999999999999,109.994,215556
Dear Society,Madison Beer,75,0.65,0.594,7,-6.374,0,0.0492,0.161,0.0,0.133,0.416,145.944,179577
Cock the Hammer,Cypress Hill,47,0.8740000000000001,0.391,10,-15.11,0,0.112,0.229,0.764,0.338,0.502,98.88,262333
Dispuesto (feat. Ozuna),Maluma,68,0.868,0.698,2,-3.23,1,0.0827,0.203,0.0,0.7340000000000001,0.44,92.015,162040
Right Thurr,Chingy,67,0.866,0.7490000000000001,2,-3.977,1,0.253,0.15,0.0,0.0614,0.8909999999999999,92.074,250747
Camara Roll,Leebrian,48,0.845,0.636,0,-6.772,0,0.0523,0.391,0.0,0.123,0.862,125.962,233584
Make 'Em Say Ugh,Master P,49,0.601,0.73,6,-6.88,0,0.464,0.0121,0.0,0.229,0.371,83.23299999999998,306467
All Facts (feat. Ty Dolla $ign),G-Eazy,29,0.528,0.705,0,-4.767,0,0.352,0.0691,0.0,0.109,0.645,160.014,180581
Saudi Arabi Money Rich - Babos Remix,Haftbefehl,32,0.478,0.799,10,-5.286,1,0.199,0.0109,0.0,0.458,0.493,172.105,213827
Cups of Coffee,Alien Family,0,0.73,0.82,0,-7.684,1,0.5760000000000001,0.126,0.0,0.588,0.5329999999999999,170.00400000000005,212235
Love You Like A Love Song,Selena Gomez & The Scene,75,0.858,0.6779999999999999,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453
Mi Error - Remix,Eladio Carrion,79,0.6629999999999999,0.841,7,-3.42,1,0.104,0.0985,0.0,0.45,0.4320000000000001,174.021,315862
Will You Still Love Me Tomorrow? - 2011,Amy Winehouse,62,0.5870000000000001,0.624,0,-4.657,1,0.025,0.161,0.000191,0.118,0.251,93.428,262813
The Struggle Is Real,Struggle Jennings,54,0.715,0.716,2,-5.254,1,0.0383,0.108,0.0,0.295,0.0619,128.005,249014
Superlove (feat. Oh Wonder),Whethan,66,0.578,0.491,11,-8.544,0,0.21,0.203,0.000378,0.182,0.64,98.273,184814
Need You,Tinlicker,40,0.637,0.8370000000000001,2,-6.12,0,0.0372,0.0098,0.0296,0.129,0.0517,122.969,213978
N Luv Wit My Money,Paul Wall,3,0.84,0.593,2,-7.755,1,0.376,0.0614,0.0,0.41,0.7140000000000001,122.164,313720
Missing You,The Vamps,74,0.537,0.647,2,-7.37,1,0.0519,0.168,0.0,0.108,0.531,79.77,214987
Quien La Vio Llorar,Don Omar,3,0.47,0.5670000000000001,10,-6.894,0,0.0361,0.101,4e-05,0.354,0.376,79.993,185613
Shutter Island,Jessie Reyez,63,0.544,0.459,1,-7.684,0,0.245,0.245,0.0,0.0627,0.418,172.12,187240
Poker Face,Lady Gaga,14,0.851,0.8059999999999999,4,-4.618,1,0.0788,0.12,1.39e-06,0.122,0.775,119.002,237200
Heartbeat,Claptone,62,0.812,0.648,10,-7.916,0,0.0405,0.0177,0.311,0.0829,0.7070000000000001,120.006,329538
SameOldStory,BONES,38,0.64,0.386,0,-12.613,1,0.039,0.0754,0.0168,0.129,0.0375,119.978,176333
Lost Control,Alan Walker,71,0.736,0.555,4,-4.689,1,0.0757,0.0345,0.000157,0.0798,0.3229999999999999,91.997,222320
Titanium (feat. Sia),David Guetta,66,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040
Bennie And The Jets,Elton John,50,0.657,0.7240000000000001,0,-7.465,1,0.0648,0.301,5.54e-06,0.6579999999999999,0.755,131.914,323453
Bandit,Hemso,52,0.723,0.65,8,-7.521,1,0.64,0.275,0.0,0.322,0.755,93.795,202000
Lighthouse - Radio Edit,Nicky Romero,1,0.604,0.6990000000000001,11,-5.805,1,0.0624,0.0208,0.0,0.341,0.3670000000000001,128.056,186562
Help Our Souls (Urban Contact Radio Edit),NIHILS,51,0.693,0.8759999999999999,7,-4.646,1,0.226,0.0562,0.0,0.109,0.598,120.071,198488
El Clavo,Prince Royce,63,0.8270000000000001,0.78,11,-3.315,0,0.133,0.0435,0.0,0.133,0.6579999999999999,80.015,172749
From the Beginning - 2015 - Remaster,"Emerson, Lake & Palmer",55,0.617,0.187,4,-18.646,0,0.0444,0.352,0.394,0.119,0.326,133.216,253467
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,9,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.7070000000000001,109.725,292593
Realtalk Infinity,Jigzaw,31,0.7290000000000001,0.606,9,-8.272,0,0.6,0.0125,0.0,0.308,0.516,114.527,225220
Forever Your Girl,Paula Abdul,41,0.701,0.8909999999999999,2,-7.873,1,0.0446,0.185,0.0454,0.0712,0.747,119.966,300467
Pour Some Sugar On Me (2012),Def Leppard,1,0.4970000000000001,0.8490000000000001,9,-5.352,1,0.0612,0.00985,0.0,0.106,0.72,169.937,261532
Eminence Front,The Who,56,0.6970000000000001,0.787,5,-9.695,0,0.0305,0.232,0.5870000000000001,0.0404,0.5720000000000001,98.066,339107
MMMBop,Hanson,65,0.6829999999999999,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,268653
Westside Story,The Game,62,0.8759999999999999,0.647,11,-3.917,1,0.28,0.16,0.0,0.238,0.961,86.993,223067
Keep It Warm,Flo & Eddie,42,0.7070000000000001,0.405,0,-9.044,1,0.0261,0.327,0.0,0.144,0.518,106.638,256533
Melanin Man,Brasstracks,26,0.514,0.6859999999999999,10,-4.991,0,0.207,0.0104,0.0,0.273,0.524,81.328,250521
The Kill,Thirty Seconds To Mars,71,0.309,0.912,4,-3.881,0,0.0646,0.0014,0.000271,0.5820000000000001,0.302,183.035,231533
ATL Hoe,Baby D.,23,0.905,0.951,1,-3.268,1,0.319,0.0644,0.0,0.107,0.838,124.023,272773
Ya Me Enteré,Reik,75,0.619,0.452,9,-5.449,1,0.028,0.502,0.0,0.122,0.174,131.981,204173
MALA,6ix9ine,14,0.7190000000000001,0.825,5,-3.627,0,0.0424,0.6890000000000001,0.0,0.103,0.789,100.006,206550
Mad Love - Cheat Codes Remix,Sean Paul,18,0.524,0.7090000000000001,4,-4.034,0,0.254,0.0195,0.0,0.0776,0.315,97.63,192245
Remember (Original Mix),The Underdog Project,52,0.7979999999999999,0.885,7,-6.967,0,0.108,0.0713,0.0183,0.0728,0.528,137.982,258027
Loverboy,You Me At Six,19,0.517,0.736,2,-4.558,0,0.0423,0.000319,3.81e-05,0.27,0.5,139.894,197467
"Fronteamos Porque Podemos (feat. Daddy Yankee, Yandel & Nengo Flow)",De La Ghetto,62,0.7140000000000001,0.626,5,-4.655,0,0.423,0.26,0.0,0.284,0.512,76.625,315440
Changes - 2015 Remaster,David Bowie,66,0.547,0.308,0,-11.75,1,0.0377,0.505,0.0,0.109,0.41,114.719,217747
Cornerstone,Benjamin Clementine,43,0.501,0.359,6,-5.766,1,0.0328,0.805,0.0253,0.103,0.17,78.14,271827
Trampoline,SHAED,77,0.6890000000000001,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060
London,AJ x Deno,67,0.743,0.6509999999999999,8,-4.452,0,0.176,0.0316,1.83e-05,0.0942,0.511,137.184,228042
Te Doy Mi Vida,Lucas Arnau,6,0.718,0.759,6,-6.73,1,0.0347,0.293,0.0,0.157,0.773,95.906,274813
Shuttin It Down,Maddix,46,0.589,0.958,2,-4.625,1,0.133,0.00897,0.0,0.667,0.216,128.001,164062
Thing For You - David Guetta Remix,David Guetta,62,0.44,0.867,2,-4.402,1,0.061,0.552,9.45e-06,0.115,0.452,123.43,203226
love somebody like you,joan,58,0.5770000000000001,0.8540000000000001,7,-3.754,1,0.0473,0.0596,2.69e-05,0.205,0.336,94.999,227631
Feels Like We Only Go Backwards,Tame Impala,75,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.50799999999995,192960
Humpin' Around - Video Edit,Bobby Brown,0,0.7020000000000001,0.89,1,-4.901,1,0.035,0.00462,0.228,0.0968,0.468,110.24,263440
Estonia,Marillion,31,0.359,0.489,5,-10.294,1,0.0329,0.659,0.000167,0.0999,0.195,146.655,477018
The Way,Trevor Omoto,50,0.662,0.904,11,-3.512,0,0.109,0.0546,0.000788,0.308,0.202,128.134,204889
Murderous Trap,Frozen Plasma,0,0.605,0.997,4,-3.255,0,0.0314,0.00901,0.411,0.15,0.816,129.999,317147
Beautiful Mistake,Jorge Blanco,26,0.748,0.735,6,-5.68,0,0.107,0.0236,6.05e-06,0.0881,0.457,104.995,216333
Kiss Me Thru The Phone,Soulja Boy,6,0.757,0.7190000000000001,7,-3.797,1,0.108,0.0192,0.0,0.084,0.8140000000000001,150.011,193387
Alright,Logic,64,0.807,0.693,11,-5.056,1,0.0481,0.0504,7.75e-06,0.0762,0.142,127.035,218280
Billion,Emilia,62,0.7879999999999999,0.64,7,-3.691,1,0.0821,0.0517,0.0,0.0596,0.7140000000000001,169.93599999999995,179040
Sou Eu,Dennis DJ,65,0.872,0.784,8,-4.126,0,0.3720000000000001,0.281,0.0,0.0703,0.8190000000000001,106.714,138157
Classic (feat. POWERS) - POWERS Sunset Version,The Knocks,29,0.235,0.481,2,-8.212,1,0.0583,0.0299,1.44e-05,0.0539,0.0949,74.995,250748
Let Me Love You,DJ Snake,81,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947
A Year Without Rain,Selena Gomez & The Scene,61,0.627,0.81,2,-5.296,0,0.0431,0.0125,3.09e-05,0.111,0.409,119.98,234347
Shine,Lil Wayne,43,0.782,0.939,7,-4.51,1,0.1,0.146,0.00586,0.307,0.7490000000000001,96.02,304173
Fire In My Soul,Oliver Heldens,70,0.5920000000000001,0.977,6,-3.389,1,0.312,0.206,0.000103,0.0703,0.496,126.178,175254
"Sexo, Sudor y Calor (feat. Ñejo & Dalmata)",J Alvarez,1,0.743,0.893,0,-4.713,1,0.0533,0.185,0.0,0.0941,0.96,167.922,250227
Kids In America,Kim Wilde,4,0.557,0.782,4,-3.899,1,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,205533
Throne,Bring Me The Horizon,68,0.426,0.888,0,-3.72,0,0.0987,0.000455,0.0,0.306,0.387,144.111,191520
What Child Is This,Kelly Price,20,0.6679999999999999,0.525,8,-9.081,1,0.218,0.623,0.0007570000000000001,0.152,0.586,150.19,332042
Music of My Heart,*NSYNC,43,0.375,0.556,11,-7.201,1,0.0411,0.398,0.0,0.0956,0.398,111.824,271160
How,The Cranberries,44,0.5539999999999999,0.5820000000000001,4,-12.307,0,0.0314,0.109,0.0118,0.0805,0.637,105.497,171840
Victory (Remix),Highlands Worship,31,0.589,0.5920000000000001,7,-7.887,0,0.0334,0.00598,0.0,0.0614,0.348,141.131,213723
I Hate Everything About You,Three Days Grace,70,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.34200000000001,231480
Kill This Love,BLACKPINK,72,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189052
Need Somebody To Talk To,Sexton,42,0.436,0.599,9,-6.814,0,0.0941,0.637,2.68e-06,0.105,0.0861,195.906,142041
La La Land,Demi Lovato,59,0.467,0.919,6,-2.255,0,0.069,0.0149,0.0,0.0193,0.706,169.987,196467
La Mujer Perfecta,KURT,72,0.8240000000000001,0.488,9,-9.112,1,0.0669,0.242,8.09e-06,0.109,0.878,155.11,217907
LeBron,Duki,2,0.703,0.376,6,-17.772,0,0.0752,0.278,0.0,0.054,0.65,140.015,213618
Nightgowns,Tom Misch,54,0.847,0.552,10,-8.85,0,0.433,0.53,0.000235,0.15,0.337,91.874,166164
Glue,Lee Bowie,30,0.7659999999999999,0.564,4,-7.062,0,0.0273,0.195,0.0,0.0991,0.929,97.968,182449
Borrowed Love (feat. Swae Lee & WizKid),Metro Boomin,2,0.52,0.594,11,-8.81,0,0.462,0.44,0.0,0.185,0.393,129.216,230240
Baila Conmigo,Jennifer Lopez,68,0.795,0.758,7,-6.032,0,0.0556,0.0365,0.0014,0.0706,0.593,128.005,163998
She's Playing Hard To Get,Hi-Five,31,0.518,0.807,1,-6.68,1,0.057,0.00768,0.0,0.271,0.7809999999999999,199.979,275160
Girls Need Love (with Drake) - Remix,Summer Walker,10,0.6559999999999999,0.4320000000000001,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,222374
1941 (feat. Virian),Klaypex,42,0.885,0.835,9,-3.238,0,0.142,0.197,2.13e-05,0.175,0.836,125.027,180200
First Day Out,Tee Grizzley,48,0.5870000000000001,0.7120000000000001,1,-6.312,1,0.414,0.173,0.0,0.126,0.374,97.991,254694
Linda Estrella (feat. Baby Rasta y Gringo),Noriega,0,0.747,0.53,1,-9.444,0,0.192,0.0261,3.47e-05,0.148,0.848,75.087,174067
Another Night,Real McCoy,2,0.812,0.889,7,-7.769,1,0.0394,0.11,0.00323,0.065,0.872,125.943,236871
Quiero Repetir,Ozuna,71,0.608,0.753,0,-4.748,0,0.368,0.103,0.0,0.0996,0.482,97.626,200987
We Won't Go Home,The Colourist,29,0.52,0.926,6,-4.389,0,0.0381,0.00294,0.00248,0.245,0.721,139.963,192320
Perdido En Tus Ojos,Don Omar,58,0.684,0.882,5,-4.546,1,0.0312,0.1689999999999999,1.95e-06,0.226,0.787,95.986,234080
so sad,Mike Vallas,43,0.401,0.308,6,-12.464,1,0.117,0.389,0.0057,0.143,0.205,147.314,169079
You Love It!,ripmattblack,49,0.88,0.74,5,-8.848,0,0.0327,0.201,3.5700000000000014e-05,0.0772,0.981,119.985,173195
Criminal,Framing Hanley,18,0.503,0.847,6,-3.841,1,0.05,0.00126,0.00438,0.119,0.306,163.97299999999996,219280
0 To 100 / The Catch Up,Drake,5,0.5589999999999999,0.716,11,-3.964,0,0.39,0.737,0.0,0.252,0.504,176.618,275227
Confused,Tevin Campbell,26,0.532,0.53,2,-9.648,1,0.0287,0.0514,0.0,0.136,0.295,157.815,297760
GATman And Robbin,50 Cent,0,0.6920000000000001,0.911,4,-6.402,0,0.172,0.382,6.97e-06,0.161,0.629,174.016,226441
Confident,Demi Lovato,74,0.594,0.7490000000000001,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746
Black Betty,Ram Jam,61,0.486,0.731,11,-8.789,0,0.0924,0.00108,0.0011,0.162,0.831,117.022,235520
Mamacita,KM,58,0.929,0.536,0,-5.941,1,0.281,0.0868,0.0,0.0693,0.887,130.05,194311
I Don't Dance,DMX,56,0.695,0.917,1,-5.915,1,0.134,0.156,0.0,0.124,0.544,103.029,207360
Never Forget - Nicky Romero Edit,Trilane,45,0.511,0.716,2,-4.028,1,0.0572,0.059,0.0,0.214,0.226,124.947,188160
Lie,Lukas Graham,69,0.5820000000000001,0.614,5,-4.771,1,0.0504,0.0361,0.0,0.0926,0.3,92.326,179842
All Your Days,Shallou,61,0.537,0.347,4,-10.245,1,0.0303,0.444,0.00343,0.111,0.0968,110.011,275013
Go On Girl,Ne-Yo,2,0.637,0.521,4,-6.959,1,0.109,0.155,0.0,0.0945,0.562,83.896,261427
Hey Moon,John Maus,54,0.573,0.639,0,-7.143,1,0.0247,0.784,0.633,0.0923,0.24,89.575,248707
If You're Gonna Lie,FLETCHER,66,0.6709999999999999,0.763,8,-5.877,1,0.305,0.607,2.1600000000000007e-05,0.495,0.469,149.87,203113
Uhh Ahh,Boyz II Men,48,0.722,0.6609999999999999,2,-8.236,1,0.0844,0.151,0.0,0.233,0.643,126.007,228867
You & I,TRXD,50,0.68,0.867,1,-6.054,1,0.0719,0.122,1.3e-05,0.0645,0.667,117.012,163077
No Tears,Scarface,0,0.88,0.818,1,-7.427,1,0.359,0.0353,0.0,0.713,0.726,81.93,146280
Four Portraits,Vansire,31,0.232,0.591,2,-8.467,1,0.0413,0.292,0.924,0.355,0.233,89.762,265798
Monks,Frank Ocean,57,0.747,0.758,0,-4.743,0,0.179,0.0521,0.0,0.214,0.601,102.02,200240
Under Pressure - Groovy Remix,Boyz II Men,15,0.7490000000000001,0.845,11,-7.754,0,0.0823,0.000607,0.00118,0.269,0.763,114.414,382987
Two Occasions,The Deele,49,0.5429999999999999,0.667,9,-9.546,0,0.0716,0.0259,3.96e-05,0.299,0.5589999999999999,169.63299999999995,258427
Jerry Sprunger (with T-Pain),Tory Lanez,56,0.6940000000000001,0.7440000000000001,0,-5.334,0,0.297,0.144,0.0,0.0905,0.425,99.941,233546
Welcome to My Nightmare,Alice Cooper,45,0.438,0.7170000000000001,11,-13.226,0,0.05,0.305,0.00122,0.07,0.593,112.408,320640
NEVER,JID,0,0.5870000000000001,0.659,1,-7.533,1,0.315,0.0296,1.32e-05,0.0691,0.246,103.449,241693
Bad Day,Daniel Powter,76,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,233640
No Sleep (feat. Bonn) - DubVision Remix,Martin Garrix,69,0.584,0.79,11,-6.128,1,0.0589,0.0455,0.0,0.213,0.291,127.972,239062
TRN IT UP,Matt Watkins,23,0.534,0.921,10,-2.621,0,0.182,0.00145,0.000719,0.216,0.321,115.102,155625
KINGDOM,FEVER 333,50,0.57,0.7140000000000001,1,-5.245,0,0.144,0.00015900000000000002,0.0011,0.264,0.601,95.051,205737
Good Stuff,Kelis,41,0.847,0.435,1,-6.732,1,0.0467,0.00127,0.000386,0.0332,0.6920000000000001,97.977,232385
"Initiated (feat. 2Pac a.k.a. Makaveli, Outlawz & Kurupt Tha Kingpin)",Daz Dillinger,40,0.893,0.5760000000000001,1,-7.514,1,0.357,0.0938,0.0,0.0758,0.861,94.307,293840
Beautiful Pain,Eminem,10,0.682,0.813,6,-4.549,0,0.443,0.0665,0.0,0.136,0.435,165.43900000000005,265025
Save the Rave,Tommie Sunshine,46,0.784,0.883,5,-6.564,0,0.118,0.00604,0.204,0.36,0.778,126.013,217202
Keep Tryin',Groove Theory,36,0.634,0.598,2,-10.415,1,0.0962,0.0997,0.00035,0.298,0.7290000000000001,83.08200000000002,260440
Into Your Arms (Eli Ramzy Remix),Capital Kings,0,0.44,0.8859999999999999,4,-4.396,0,0.0885,0.0163,0.0,0.0982,0.072,130.019,212613
I Gotta Feeling - Edit,The Black Eyed Peas,55,0.746,0.778,0,-6.17,1,0.0269,0.0486,0.0,0.0907,0.61,127.96,245667
Locomotive Breath,Jethro Tull,60,0.68,0.53,11,-13.105,0,0.0889,0.417,0.011,0.0559,0.352,124.551,266013
Lucky,Choker,63,0.477,0.328,4,-8.458,1,0.0658,0.906,7.36e-06,0.262,0.283,174.143,251034
Fly Away,Lenny Kravitz,52,0.597,0.868,7,-5.096,1,0.0527,0.0214,0.0,0.664,0.7090000000000001,160.02200000000005,221893
Can't You See,The Marshall Tucker Band,14,0.407,0.706,7,-5.526,1,0.0348,0.254,0.00693,0.125,0.54,164.02200000000005,361227
Who Do You Love?,YG,2,0.6809999999999999,0.407,9,-9.795,1,0.504,0.0305,0.0,0.0919,0.155,193.122,233507
I Wanna Sex You Up - Single Mix,Color Me Badd,9,0.551,0.591,6,-8.404,0,0.12,0.00549,6.55e-06,0.0416,0.474,201.799,236947
Take You Down,ILLENIUM,57,0.285,0.6940000000000001,11,-3.358,1,0.0482,0.511,0.000128,0.374,0.163,170.12400000000005,221294
Nocturne (Pierce Fulton Remix),EDEN,42,0.644,0.915,9,-3.019,1,0.0587,0.196,0.0,0.0701,0.354,124.94,243840
Bad Romance - EP Version,Halestorm,56,0.545,0.927,1,-4.736,1,0.0706,0.0128,2.33e-06,0.3670000000000001,0.682,124.061,248400
Television,The Academic,24,0.565,0.797,11,-4.424,1,0.0281,0.00132,0.00161,0.083,0.626,106.999,214764
Bae City Rollaz,Yung Bae,48,0.6609999999999999,0.967,6,-3.664,0,0.562,0.00508,0.00175,0.158,0.1639999999999999,126.148,220976
Blurred Lines,Robin Thicke,76,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827
Heartbreaker,Bad Suns,51,0.667,0.7959999999999999,1,-4.653,1,0.031,0.0173,0.000471,0.116,0.6659999999999999,88.479,206067
Ruby,Kaiser Chiefs,11,0.451,0.939,5,-2.82,0,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,204200
Every Second (Eva Under Fire),From Ashes to New,52,0.547,0.938,3,-5.157,1,0.188,0.0112,0.0,0.178,0.185,155.009,214924
Evolve - Original Mix,Julian Calor,13,0.521,0.785,5,-4.023,0,0.0401,3.27e-05,0.295,0.0702,0.157,127.999,348750
Tu Pirata Soy Yo,Chayanne,48,0.359,0.5820000000000001,1,-7.128,1,0.0277,0.419,0.0,0.122,0.215,97.121,173160
2 Seater (feat. Quavo & 21 Savage),DJ Holiday,46,0.887,0.573,0,-4.633,0,0.251,0.332,0.0,0.143,0.237,133.026,158797
Therapy,Duke Dumont,54,0.521,0.888,4,-5.645,0,0.0443,0.00247,0.00108,0.115,0.115,125.986,220476
Higher Ground,Stevie Wonder,4,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.19,0.821,125.476,222447
Mala Suerte - Remix,Jory Boy,54,0.774,0.7490000000000001,8,-4.399,1,0.0442,0.186,0.0,0.0931,0.8859999999999999,92.008,266867
Dust In The Wind (Acoustic Guitar Solo) - Live acoustic guitar solo,Kansas,33,0.377,0.408,9,-13.634,0,0.0485,0.763,0.0049,0.377,0.216,115.919,377560
Gimme Three Steps,Lynyrd Skynyrd,3,0.583,0.7959999999999999,9,-7.524,1,0.0905,0.333,0.00122,0.141,0.847,133.512,270333
Summer Rain,Carl Thomas,52,0.667,0.627,6,-10.488,0,0.0654,0.0972,5.19e-05,0.111,0.784,186.081,232560
Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky,70,0.831,0.514,7,-6.695,1,0.0368,0.203,0.000156,0.115,0.397,114.94,244340
The Box,Roddy Ricch,98,0.8959999999999999,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,196653
Out Of Tune,Real Estate,36,0.407,0.765,9,-6.104,1,0.0313,0.385,0.00271,0.0693,0.6890000000000001,121.087,291947
holy terrain,FKA twigs,57,0.534,0.578,7,-7.541,0,0.123,0.366,0.00432,0.119,0.252,159.832,243000
Quizas,Tony Dize,1,0.7709999999999999,0.6709999999999999,9,-5.731,1,0.074,0.322,0.0,0.0444,0.909,89.999,186373
Time Machine,Grand Funk Railroad,32,0.637,0.643,11,-6.73,0,0.0298,0.0395,0.00273,0.0777,0.838,109.981,225373
"Karn Evil 9 1st Impression, Pt. 2 - 2014 Remastered Version","Emerson, Lake & Palmer",47,0.384,0.8170000000000001,1,-9.079,1,0.0662,0.267,0.00191,0.0756,0.6859999999999999,128.429,285760
Can't Be Alone Tonight,Atlas Genius,46,0.5589999999999999,0.833,6,-4.332,1,0.0895,0.044,0.0,0.349,0.443,99.991,237027
Back To You,Madison Mars,55,0.618,0.826,6,-3.226,0,0.0462,0.207,1.72e-06,0.435,0.413,126.05,188000
Love Me Two Times - New Stereo Mix,The Doors,42,0.639,0.613,4,-9.513,0,0.0363,0.234,5.34e-06,0.321,0.755,132.35299999999998,195227
You,Five Finger Death Punch,51,0.564,0.978,1,-4.294,0,0.132,8.93e-05,0.0,0.143,0.4320000000000001,135.989,182316
Glow,Alien Ant Farm,0,0.613,0.942,0,-3.268,1,0.0547,0.0299,0.0,0.246,0.802,144.04399999999995,197680
Hot Legs,Rod Stewart,53,0.7070000000000001,0.906,7,-5.771,1,0.0309,0.0368,0.000968,0.6609999999999999,0.97,112.837,315293
Mama,Jonas Blue,59,0.7390000000000001,0.792,11,-4.256,0,0.0418,0.091,0.0,0.0516,0.547,104.016,181615
Without Your Love,York Worship,29,0.5329999999999999,0.611,0,-8.371,1,0.036,0.138,0.0176,0.1369999999999999,0.6559999999999999,101.033,236380
